RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Good,91,240,22,118,8,0,0,100,122,7,7,8,0,0,0,0,0,5,,3,2,0,50,0.16,False,False,100.0,4
Good,73,233,2,93,29,1,1,94,14,7,4,33,3,33,1,2,2,2,75.0,1,4,0,40,0.16,True,False,88.0,13
Good,80,51,30,41,9,0,0,100,122,7,7,9,0,33,8,0,0,18,,2,1,1,60,0.16,False,False,100.0,5
Bad,63,231,1,65,32,0,0,100,122,7,7,34,5,38,1,3,3,52,85.0,8,5,4,68,0.16,False,False,94.0,23
Good,90,330,29,117,20,0,0,100,122,7,7,20,0,20,0,0,0,1,,1,1,0,22,0.16,False,False,100.0,4
Bad,68,145,15,67,18,2,1,90,8,3,3,20,0,85,35,3,3,0,64.0,0,3,1,75,0.49019607843137253,True,True,90.0,15
Good,92,276,11,99,25,0,0,100,122,7,7,28,1,29,6,0,0,0,,1,1,0,33,0.16,False,False,89.0,9
Bad,90,214,9,110,20,0,0,100,122,7,7,22,2,9,0,0,0,6,,2,2,0,25,0.16,False,False,91.0,5
Bad,63,149,7,64,22,2,0,85,6,5,5,26,3,54,0,2,2,25,97.0,1,4,1,63,0.49019607843137253,True,True,85.0,16
Good,78,267,22,173,13,0,0,92,72,7,6,14,0,8,35,0,0,71,,2,1,1,50,0.16,True,False,93.0,7
Bad,61,188,10,83,41,0,0,98,4,6,6,41,1,37,0,1,1,24,81.0,1,4,1,44,0.49019607843137253,True,True,100.0,18
Bad,61,119,7,41,17,3,3,94,13,7,6,19,2,17,0,1,1,34,58.0,5,3,2,67,0.16,True,False,89.0,12
Good,72,85,8,43,11,0,0,100,122,7,7,11,2,0,0,1,1,57,,3,2,2,33,0.16,False,False,100.0,3
Good,71,196,8,76,10,2,1,91,54,7,5,11,1,36,3,2,2,57,,3,3,0,86,0.16,True,False,91.0,9
Bad,71,97,9,59,20,0,0,100,122,7,7,20,1,65,0,0,0,84,77.0,3,6,3,75,0.16,False,False,100.0,15
Good,83,174,9,142,13,0,0,100,122,7,7,14,1,36,0,3,3,0,82.0,0,2,0,33,0.16,False,False,93.0,4
Good,64,150,8,48,23,0,0,96,23,7,6,23,2,61,0,2,2,65,96.0,2,6,1,73,0.16,True,False,100.0,16
Good,79,116,2,38,14,0,0,100,122,7,7,16,3,13,2,1,1,7,100.0,2,2,0,44,0.16,False,False,88.0,7
Bad,66,161,15,65,26,1,0,81,8,6,5,31,0,44,4,3,3,21,79.0,4,4,0,73,0.49019607843137253,True,True,84.0,22
Good,71,164,13,81,28,0,0,81,6,6,6,32,0,63,1,1,1,4,87.0,5,2,0,78,0.49019607843137253,True,True,88.0,24
Bad,65,249,2,70,32,1,1,94,14,7,6,33,2,18,35,2,2,48,,8,1,1,45,0.16,True,False,97.0,14
Good,63,294,16,146,11,4,1,59,8,6,4,17,0,18,0,0,0,34,,7,1,1,67,0.49019607843137253,True,True,65.0,11
Bad,78,182,5,63,22,0,0,91,60,7,6,22,1,36,35,2,2,21,95.0,2,2,1,100,0.16,True,False,100.0,22
Bad,79,210,7,96,24,0,0,92,6,6,6,24,1,21,0,2,2,18,45.0,4,3,0,58,0.49019607843137253,True,True,100.0,13
Good,88,211,20,103,13,0,0,100,122,7,7,14,0,57,35,0,0,0,19.0,2,3,0,71,0.16,False,False,93.0,9
Good,71,395,18,150,22,0,0,91,17,7,6,22,0,18,0,0,0,60,50.0,5,2,2,64,0.16,True,False,100.0,14
Good,84,138,2,67,21,0,0,100,122,7,7,22,3,55,0,2,2,15,78.0,3,3,0,86,0.16,False,False,95.0,18
Bad,66,328,4,104,20,1,1,81,4,6,4,21,1,29,0,0,0,54,25.0,5,2,3,70,0.49019607843137253,True,True,95.0,14
Bad,63,184,2,51,11,2,2,88,1,2,2,16,4,50,35,3,3,12,87.0,1,4,0,56,0.49019607843137253,True,True,69.0,8
Bad,81,76,10,49,12,0,0,100,122,7,7,12,1,17,0,0,0,27,,2,1,0,44,0.16,False,False,100.0,5
Good,80,208,2,94,17,0,0,100,122,7,7,19,2,37,0,1,1,49,32.0,4,2,1,100,0.16,False,False,89.0,19
Good,68,224,9,110,24,5,5,86,25,7,2,29,1,31,35,5,5,5,73.0,2,2,1,71,0.16,True,False,83.0,20
Bad,85,59,21,90,9,0,0,100,122,7,7,19,0,56,0,0,0,0,70.0,0,2,1,67,0.16,False,False,47.0,12
Bad,62,188,8,74,28,1,1,96,4,6,6,28,2,21,0,4,4,62,85.0,6,1,2,78,0.49019607843137253,True,True,100.0,21
Good,84,397,71,199,8,0,0,88,65,7,6,8,0,13,0,0,0,0,,0,2,1,50,0.16,True,False,100.0,4
Bad,57,206,1,84,53,1,1,94,61,2,6,83,1,31,1,2,2,60,97.0,11,3,3,75,0.49019607843137253,True,True,64.0,62
Bad,69,183,13,88,24,2,2,88,5,6,6,24,0,33,35,4,3,3,79.0,2,2,0,57,0.49019607843137253,True,True,100.0,13
Bad,80,61,8,37,8,0,0,100,122,7,7,8,1,13,1,2,2,0,,1,2,0,50,0.16,False,False,100.0,4
Bad,57,164,8,66,34,19,19,94,28,7,2,35,1,34,35,0,0,14,68.0,4,6,0,77,0.16,True,False,97.0,26
Good,83,181,2,150,5,0,0,100,122,7,7,10,1,17,35,1,1,28,99.0,1,1,1,100,0.16,False,False,50.0,10
Good,84,172,5,74,21,0,0,100,122,7,7,21,1,29,3,1,1,1,32.0,1,2,0,36,0.16,False,False,100.0,7
Bad,61,184,20,120,27,0,0,87,3,6,6,30,0,57,35,2,2,41,,4,1,0,71,0.49019607843137253,True,True,90.0,21
Good,82,439,4,101,32,0,0,100,122,7,7,33,2,13,3,1,1,3,51.0,5,2,0,33,0.16,False,False,97.0,10
Good,73,161,17,85,33,0,0,100,122,7,7,36,0,22,0,3,2,60,,4,2,1,67,0.16,False,False,92.0,24
Bad,63,94,1,28,17,0,0,100,122,7,7,25,2,56,1,5,5,82,70.0,6,2,2,100,0.16,False,False,68.0,25
Bad,56,56,1,27,16,0,0,100,122,7,7,17,4,12,35,0,0,74,36.0,9,2,5,80,0.16,False,False,94.0,13
Good,82,144,9,61,24,1,0,96,49,7,5,25,1,24,0,1,1,5,47.0,4,2,0,46,0.16,True,False,96.0,11
Bad,67,142,3,82,11,1,1,92,0,2,2,38,1,8,10,0,0,1,,4,2,0,40,0.49019607843137253,True,True,29.0,15
Good,79,140,15,70,24,1,0,96,18,7,5,25,0,32,0,3,1,0,74.0,0,2,0,22,0.16,True,False,96.0,5
Good,88,205,15,83,14,0,0,100,122,7,7,14,0,36,14,0,0,1,60.0,1,2,0,50,0.16,False,False,100.0,7
Good,82,336,33,142,15,0,0,100,122,7,7,15,0,13,0,1,1,29,,4,2,1,57,0.16,False,False,100.0,8
Bad,76,14,2,10,2,0,0,100,122,7,7,3,1,67,0,0,0,31,88.0,1,2,0,100,0.16,False,False,67.0,3
Good,81,311,6,80,22,0,0,100,122,7,7,23,1,9,0,0,0,24,,5,1,1,67,0.16,False,False,96.0,15
Bad,74,185,7,79,25,0,0,100,122,7,7,25,3,44,0,1,1,47,93.0,7,3,2,67,0.16,False,False,100.0,16
Good,88,273,22,79,19,0,0,100,122,7,7,37,0,30,35,0,0,2,19.0,2,2,0,36,0.16,False,False,51.0,13
Bad,76,422,5,128,35,2,0,89,9,5,5,37,2,3,0,1,1,4,,4,1,0,20,0.49019607843137253,True,True,95.0,7
Good,84,98,35,68,7,0,0,100,122,7,7,7,0,29,0,0,0,12,,2,1,0,75,0.16,False,False,100.0,5
Good,70,196,4,64,34,0,0,100,122,7,7,35,1,37,0,0,0,83,,6,1,3,100,0.16,False,False,97.0,35
Bad,90,300,15,109,17,0,0,100,122,7,7,18,0,29,35,0,0,8,,2,1,0,60,0.16,False,False,94.0,10
Bad,70,45,3,27,3,0,0,100,122,7,7,4,1,67,0,1,1,55,45.0,1,1,0,100,0.16,False,False,75.0,4
Good,82,165,3,61,50,0,0,100,122,7,7,51,4,47,35,3,2,18,62.0,3,9,0,75,0.16,False,False,98.0,38
Bad,55,117,12,49,16,0,0,95,1,6,6,20,0,15,0,2,2,42,,6,1,3,58,0.49019607843137253,True,True,80.0,11
Good,65,254,7,103,48,0,0,96,19,7,6,49,4,39,35,0,0,72,77.0,15,7,6,85,0.16,True,False,98.0,41
Bad,60,78,8,29,14,1,1,67,3,2,2,15,3,53,35,1,1,1,76.0,2,3,1,63,0.49019607843137253,True,True,93.0,9
Good,67,235,5,92,27,0,0,100,122,7,7,27,2,26,13,0,0,53,84.0,8,3,2,65,0.16,False,False,100.0,17
Good,85,216,6,66,20,0,0,100,122,7,7,20,2,45,2,1,1,4,75.0,3,2,1,45,0.16,False,False,100.0,9
Good,81,147,11,90,9,1,0,90,42,7,5,10,1,10,1,2,2,0,,2,2,0,29,0.16,True,False,90.0,2
Good,77,174,10,98,19,0,0,100,122,7,7,21,2,33,0,1,1,33,50.0,7,2,0,75,0.16,False,False,90.0,15
Good,76,214,4,59,24,1,0,96,20,7,5,26,2,24,10,0,0,0,70.0,1,3,0,40,0.16,True,False,92.0,10
Bad,59,179,11,40,28,0,0,100,122,7,7,28,3,11,0,1,1,62,65.0,8,1,4,75,0.16,False,False,100.0,21
Bad,66,133,6,77,23,0,0,100,122,7,7,26,2,42,0,3,3,105,94.0,6,2,6,100,0.16,False,False,88.0,26
Good,88,278,20,138,10,0,0,100,122,7,7,21,0,27,0,0,0,3,62.0,1,1,0,50,0.16,False,False,48.0,10
Good,68,222,2,93,32,0,0,97,16,7,6,37,1,35,0,2,2,62,,5,1,2,60,0.16,True,False,86.0,22
Bad,72,184,4,76,31,0,0,100,122,7,7,33,3,27,35,1,1,22,41.0,5,3,1,53,0.16,False,False,94.0,17
Good,67,404,19,133,17,0,0,100,122,7,7,18,0,50,0,1,1,81,76.0,4,3,3,100,0.16,False,False,94.0,18
Good,66,129,4,53,18,0,0,100,122,7,7,18,1,61,1,5,5,93,40.0,3,4,1,100,0.16,False,False,100.0,18
Good,81,162,23,89,26,0,0,100,122,7,7,26,0,31,3,1,1,11,58.0,1,2,0,33,0.16,False,False,100.0,8
Good,58,10,10,10,3,0,0,100,122,7,7,3,3,100,35,1,1,28,86.0,3,3,1,100,0.16,False,False,100.0,3
Bad,64,204,14,118,17,0,0,78,1,6,6,18,0,56,0,0,0,48,51.0,6,1,0,88,0.49019607843137253,True,True,94.0,15
Bad,74,565,4,148,24,0,0,96,62,7,6,24,2,13,35,0,0,34,90.0,6,1,1,58,0.16,True,False,100.0,13
Bad,56,34,4,15,9,0,0,100,122,7,7,9,3,67,35,2,2,100,78.0,2,5,2,100,0.16,False,False,100.0,9
Good,72,103,4,44,23,0,0,100,122,7,7,24,1,33,0,0,0,33,39.0,5,2,1,70,0.16,False,False,96.0,16
Bad,75,262,6,93,12,0,0,100,122,7,7,13,2,62,0,2,2,76,93.0,3,2,2,100,0.16,False,False,92.0,13
Bad,56,153,18,80,17,0,0,95,1,6,6,20,0,45,17,0,0,82,,2,1,2,75,0.49019607843137253,True,True,85.0,15
Bad,59,63,1,35,15,0,0,88,37,7,6,16,2,6,0,1,1,77,,3,1,3,57,0.16,True,False,94.0,9
Good,89,199,11,81,15,0,0,100,122,7,7,15,2,40,0,0,0,6,,3,1,0,57,0.16,False,False,100.0,8
Good,89,328,17,132,34,0,0,97,41,7,6,35,0,14,0,0,0,1,,3,2,0,31,0.16,True,False,97.0,10
Good,78,282,7,93,8,0,0,78,22,7,6,9,1,22,0,0,0,31,,3,1,0,83,0.16,True,False,89.0,7
Good,67,247,14,79,18,1,0,80,4,6,5,21,0,20,6,0,0,25,50.0,4,2,1,46,0.49019607843137253,True,True,86.0,9
Good,67,181,6,62,27,0,0,96,26,7,6,27,4,26,0,2,2,34,,3,1,2,33,0.16,True,False,100.0,8
Bad,61,183,7,76,8,2,2,80,1,6,2,12,2,33,0,0,0,0,,1,1,0,50,0.49019607843137253,True,True,67.0,6
Good,85,282,17,89,13,0,0,100,122,7,7,13,0,46,23,0,0,16,53.0,3,2,1,71,0.16,False,False,100.0,9
Bad,62,185,9,52,14,1,0,76,3,6,5,17,1,65,0,5,5,26,70.0,3,4,1,100,0.49019607843137253,True,True,82.0,17
Good,81,159,1,78,21,0,0,92,18,7,6,24,2,38,0,1,1,4,,2,2,0,50,0.16,True,False,88.0,12
Bad,68,95,4,42,21,0,0,100,122,7,7,22,2,14,0,2,2,65,13.0,3,2,1,83,0.16,False,False,95.0,18
Good,62,265,11,90,33,0,0,88,4,6,6,33,1,33,35,0,0,35,48.0,6,5,1,50,0.49019607843137253,True,True,100.0,16
Bad,70,136,20,68,17,0,0,82,18,7,6,17,0,18,0,0,0,54,31.0,6,2,2,80,0.16,True,False,100.0,13
Bad,56,255,4,101,27,0,0,76,1,6,6,29,2,45,0,2,2,78,45.0,7,2,4,75,0.49019607843137253,True,True,93.0,21
Good,84,172,8,83,20,0,0,100,122,7,7,22,1,14,0,1,1,6,,3,1,0,67,0.16,False,False,91.0,14
Bad,57,291,4,103,9,4,2,43,1,2,2,14,1,14,35,6,6,43,,3,1,1,67,0.49019607843137253,True,True,64.0,9
Bad,58,71,8,36,9,0,0,78,2,6,6,9,1,67,0,3,3,93,82.0,1,2,1,100,0.49019607843137253,True,True,100.0,9
Bad,64,287,3,68,28,0,0,93,77,7,6,29,6,24,0,5,5,37,90.0,8,2,1,67,0.16,True,False,97.0,19
Good,90,100,57,98,7,0,0,100,122,7,7,18,0,0,0,0,0,9,,2,2,0,50,0.16,False,False,39.0,9
Bad,73,201,16,108,13,0,0,93,12,7,6,14,0,21,0,0,0,47,77.0,6,2,1,89,0.16,True,False,93.0,12
Bad,63,44,14,30,5,0,0,80,9,6,6,5,0,80,0,9,9,68,85.0,1,1,0,100,0.49019607843137253,True,True,100.0,5
Bad,70,243,7,80,57,0,0,98,62,7,6,58,2,43,3,2,2,48,87.0,10,4,4,74,0.16,True,False,98.0,42
Good,90,210,19,95,24,0,0,100,122,7,7,25,0,21,17,0,0,4,36.0,4,2,0,38,0.16,False,False,96.0,9
Good,73,166,1,54,21,0,0,100,122,7,7,26,5,69,0,1,1,70,90.0,4,12,2,94,0.16,False,False,81.0,24
Bad,59,117,10,45,11,1,1,91,3,6,6,11,1,36,0,3,3,105,,4,1,2,83,0.49019607843137253,True,True,100.0,9
Good,66,357,19,115,16,1,1,76,36,7,6,17,0,35,35,1,1,21,6.0,4,3,0,73,0.16,True,False,94.0,12
Good,76,110,12,62,32,0,0,100,122,7,7,32,0,53,0,0,0,59,87.0,5,5,2,83,0.16,False,False,100.0,26
Bad,58,263,16,88,21,2,0,69,1,6,5,55,0,19,2,1,1,20,51.0,6,1,1,57,0.49019607843137253,True,True,38.0,31
Good,74,121,5,66,21,0,0,95,32,7,6,21,1,48,9,0,0,58,90.0,2,4,1,86,0.16,True,False,100.0,18
Bad,72,132,2,65,25,0,0,100,122,7,7,26,3,42,2,3,3,40,70.0,5,3,2,73,0.16,False,False,96.0,18
Bad,68,259,9,88,21,4,1,77,15,7,3,26,1,38,0,18,18,27,80.0,2,3,1,56,0.16,True,False,81.0,14
Good,73,178,1,66,9,2,2,92,56,7,2,13,2,54,0,2,2,40,76.0,1,3,0,83,0.16,True,False,69.0,10
Bad,62,69,5,24,8,1,1,89,33,7,6,9,3,33,1,2,2,92,,4,2,3,67,0.16,True,False,89.0,6
Bad,65,208,3,84,20,0,0,85,18,7,6,20,3,20,0,0,0,55,92.0,8,2,2,67,0.16,True,False,100.0,13
Good,86,187,14,99,23,0,0,100,122,7,7,46,0,13,8,0,0,2,17.0,2,2,0,80,0.16,False,False,50.0,36
Good,88,312,11,109,17,0,0,100,122,7,7,17,2,53,0,2,2,5,,2,2,0,67,0.16,False,False,100.0,11
Bad,68,74,3,32,14,1,1,93,30,7,3,15,4,40,0,0,0,58,32.0,2,5,1,64,0.16,True,False,93.0,9
Good,86,66,5,48,10,0,0,100,122,7,7,10,2,20,4,1,1,9,80.0,3,1,0,80,0.16,False,False,100.0,8
Bad,63,32,4,20,5,0,0,80,17,7,6,5,1,20,35,2,2,83,33.0,1,1,1,60,0.16,True,False,100.0,3
Bad,58,206,3,81,32,2,0,91,35,7,5,34,1,50,1,2,2,54,85.0,4,2,1,64,0.16,True,False,94.0,21
Good,84,269,13,146,29,0,0,97,56,7,6,31,0,39,0,2,2,0,64.0,3,1,0,36,0.16,True,False,94.0,11
Good,75,99,5,56,38,0,0,100,122,7,7,40,3,55,0,1,1,41,76.0,6,3,0,75,0.16,False,False,95.0,30
Bad,70,55,0,20,6,0,0,100,122,7,7,11,6,18,0,6,6,28,36.0,3,2,0,45,0.16,False,False,55.0,4
Bad,65,148,1,65,16,0,0,100,122,7,7,17,1,29,4,1,1,79,69.0,7,5,6,92,0.16,False,False,94.0,15
Good,77,126,1,53,31,0,0,100,122,7,7,33,3,24,11,0,0,2,59.0,3,2,0,56,0.16,False,False,94.0,18
Bad,59,49,1,20,16,0,0,100,122,7,7,17,8,24,0,1,1,52,100.0,7,4,1,79,0.16,False,False,94.0,13
Bad,60,86,1,35,14,0,0,94,35,7,6,16,3,38,35,4,4,101,79.0,3,4,1,100,0.16,True,False,88.0,16
Bad,65,196,1,54,40,0,0,100,122,7,7,41,3,22,0,4,3,36,71.0,12,3,2,63,0.16,False,False,98.0,25
Good,88,369,7,114,31,0,0,100,122,7,7,33,2,33,0,0,0,1,91.0,2,2,0,36,0.16,False,False,94.0,11
Good,60,132,6,67,14,1,1,59,3,6,4,17,2,18,7,0,0,41,94.0,1,2,1,50,0.49019607843137253,True,True,82.0,8
Good,65,183,16,77,24,0,0,96,7,6,6,24,0,33,19,0,0,45,77.0,3,4,3,70,0.49019607843137253,True,True,100.0,16
Bad,78,234,11,115,15,0,0,93,62,7,6,15,1,33,0,0,0,76,57.0,3,2,1,63,0.16,True,False,100.0,9
Good,79,180,3,79,26,1,0,96,56,7,5,32,2,4,0,0,0,15,50.0,7,1,0,73,0.16,True,False,81.0,23
Bad,87,318,31,99,12,0,0,100,122,7,7,12,0,25,0,0,0,0,52.0,0,2,0,25,0.16,False,False,100.0,3
Bad,71,161,3,42,27,0,0,100,122,7,7,39,1,22,17,0,0,59,,4,3,3,62,0.16,False,False,69.0,24
Good,84,163,4,56,36,0,0,100,122,7,7,36,2,17,12,0,0,14,88.0,3,2,1,46,0.16,False,False,100.0,16
Bad,73,74,27,48,3,0,0,100,122,7,7,3,0,100,0,2,2,28,98.0,3,1,1,100,0.16,False,False,100.0,3
Bad,61,175,15,74,11,1,1,82,10,6,6,13,0,27,35,1,0,71,77.0,3,1,2,80,0.49019607843137253,True,True,85.0,10
Bad,85,262,14,101,23,0,0,100,122,7,7,23,0,48,2,1,1,19,,3,1,0,100,0.16,False,False,100.0,23
Good,90,177,23,112,10,0,0,100,122,7,7,10,0,20,0,0,0,0,,2,2,0,67,0.16,False,False,100.0,6
Bad,69,379,2,105,15,0,0,84,3,6,6,19,3,74,0,2,2,31,100.0,1,2,1,60,0.49019607843137253,True,True,79.0,11
Good,86,194,13,73,8,0,0,100,122,7,7,8,0,75,0,0,0,6,14.0,2,2,0,100,0.16,False,False,100.0,8
Bad,63,186,3,69,24,2,2,73,13,7,2,30,2,50,0,3,3,8,76.0,2,3,1,63,0.16,True,False,80.0,18
Bad,80,210,1,105,14,0,0,100,122,7,7,15,1,7,0,0,0,35,,4,1,1,50,0.16,False,False,93.0,7
Good,72,226,8,80,26,0,0,96,36,7,6,27,3,26,9,0,0,44,78.0,4,3,1,75,0.16,True,False,96.0,20
Bad,72,123,7,56,27,0,0,96,35,7,6,27,1,30,0,2,2,36,73.0,7,4,2,65,0.16,True,False,100.0,17
Bad,55,186,6,96,42,4,2,84,4,2,5,45,1,11,35,4,4,30,,7,2,0,44,0.49019607843137253,True,True,93.0,19
Good,88,441,18,113,17,0,0,100,122,7,7,19,0,17,22,0,0,0,,1,2,0,43,0.16,False,False,89.0,8
Good,82,233,13,119,37,0,0,100,122,7,7,39,0,23,12,0,0,20,88.0,5,3,0,47,0.16,False,False,95.0,18
Bad,64,153,8,55,8,2,2,78,7,6,4,9,2,22,0,0,0,28,,4,1,0,71,0.49019607843137253,True,True,89.0,6
Bad,73,325,40,144,12,0,0,100,122,7,7,12,0,17,0,0,0,97,94.0,9,1,6,100,0.16,False,False,100.0,12
Bad,69,211,3,76,41,0,0,100,122,7,7,41,4,17,0,1,1,48,64.0,5,3,4,29,0.16,False,False,100.0,11
Bad,72,206,4,78,33,0,0,97,4,6,6,34,8,29,0,7,6,22,68.0,10,3,1,81,0.49019607843137253,True,True,97.0,27
Good,88,304,3,96,29,0,0,100,122,7,7,31,2,37,0,0,0,18,,2,1,0,33,0.16,False,False,94.0,10
Good,72,188,4,57,36,0,0,97,34,7,6,36,5,56,0,3,3,6,60.0,2,13,0,65,0.16,True,False,100.0,23
Good,81,88,17,43,9,0,0,100,122,7,7,9,0,67,0,0,0,20,74.0,1,3,0,67,0.16,False,False,100.0,6
Bad,62,295,7,124,55,0,0,95,8,6,6,57,2,39,5,0,0,32,48.0,6,4,2,57,0.49019607843137253,True,True,96.0,32
Bad,58,122,5,52,12,2,1,85,14,2,5,13,2,46,35,1,1,72,73.0,5,4,2,100,0.49019607843137253,True,True,92.0,13
Good,76,197,2,71,24,0,0,100,122,7,7,25,2,24,35,2,2,33,99.0,3,2,1,38,0.16,False,False,96.0,9
Bad,64,144,10,54,19,0,0,85,4,6,6,21,1,55,0,2,2,44,44.0,5,3,0,89,0.49019607843137253,True,True,90.0,18
Bad,69,190,8,61,23,0,0,96,1,6,6,23,2,30,0,0,0,41,70.0,6,3,1,75,0.49019607843137253,True,True,100.0,17
Bad,67,70,1,43,3,0,0,100,122,7,7,4,1,50,0,8,8,100,,1,1,1,100,0.16,False,False,75.0,4
Good,77,145,3,66,20,0,0,95,61,7,6,25,2,35,35,0,0,22,66.0,4,3,0,70,0.16,True,False,80.0,17
Bad,57,338,3,63,13,2,1,67,13,7,5,17,1,60,1,2,2,55,90.0,1,4,1,56,0.16,True,False,76.0,9
Bad,64,175,20,115,13,2,0,56,35,7,5,16,0,19,19,0,0,85,74.0,9,1,6,91,0.16,True,False,81.0,14
Good,76,221,3,75,30,0,0,100,122,7,7,30,3,10,9,0,0,22,,9,2,3,47,0.16,False,False,100.0,14
Good,77,496,39,177,17,0,0,95,8,6,6,20,0,65,3,2,1,4,,2,3,0,50,0.49019607843137253,True,True,85.0,10
Good,67,143,2,49,11,0,0,83,7,6,6,12,2,25,0,5,5,53,76.0,2,1,1,43,0.49019607843137253,True,True,92.0,5
Good,83,97,10,45,15,0,0,100,122,7,7,15,2,40,0,0,0,5,69.0,2,3,0,42,0.16,False,False,100.0,6
Bad,65,519,7,87,22,0,0,92,8,6,6,24,1,33,1,2,2,65,,4,1,1,83,0.49019607843137253,True,True,92.0,19
Good,86,159,4,69,39,0,0,100,122,7,7,42,2,49,35,0,0,1,76.0,4,3,0,54,0.16,False,False,93.0,22
Bad,63,291,9,88,25,0,0,84,3,6,6,25,2,32,0,0,0,30,73.0,7,2,1,82,0.49019607843137253,True,True,100.0,20
Good,79,229,8,77,14,0,0,100,122,7,7,24,4,7,35,0,0,3,,3,2,1,33,0.16,False,False,58.0,7
Good,86,241,4,79,25,0,0,100,122,7,7,25,2,16,0,2,2,2,,2,2,0,22,0.16,False,False,100.0,5
Good,65,150,5,47,24,1,1,84,11,6,3,36,1,28,0,2,2,51,93.0,7,2,1,69,0.49019607843137253,True,True,67.0,24
Bad,44,59,2,26,18,3,2,81,3,4,4,23,3,36,0,5,5,77,58.0,5,5,0,77,0.49019607843137253,True,True,78.0,17
Good,77,184,3,116,19,0,0,100,122,7,7,19,2,16,18,0,0,34,,10,1,1,85,0.16,False,False,100.0,16
Bad,70,165,15,90,26,1,1,87,15,7,6,31,0,81,35,0,0,19,51.0,1,4,1,100,0.16,True,False,84.0,31
Good,79,306,2,89,19,0,0,95,15,7,6,21,2,24,1,1,1,12,,5,1,0,60,0.16,True,False,90.0,12
Bad,52,169,4,87,32,0,0,84,5,6,6,37,4,32,0,3,3,92,,7,2,3,83,0.49019607843137253,True,True,86.0,30
Good,89,464,4,185,15,0,0,100,122,7,7,15,1,13,0,0,0,9,94.0,6,1,0,78,0.16,False,False,100.0,11
Bad,71,209,7,88,35,0,0,91,19,7,6,35,3,34,35,0,0,38,61.0,6,7,0,87,0.16,True,False,100.0,30
Good,72,135,10,67,25,1,1,92,29,7,2,32,2,31,35,1,1,5,,2,1,0,33,0.16,True,False,78.0,10
Good,77,375,4,162,22,0,0,100,122,7,7,22,1,36,0,0,0,30,68.0,3,3,1,67,0.16,False,False,100.0,14
Bad,80,318,4,74,22,0,0,100,122,7,7,22,5,77,0,8,8,7,91.0,2,3,0,83,0.16,False,False,100.0,18
Good,91,342,42,130,14,0,0,100,122,7,7,14,0,36,0,0,0,3,,2,2,0,50,0.16,False,False,100.0,7
Bad,58,92,7,34,11,0,0,92,50,7,6,12,1,58,0,1,1,70,78.0,2,3,1,83,0.16,True,False,92.0,9
Good,65,247,5,87,50,0,0,96,3,6,6,52,3,16,4,1,1,11,22.0,10,2,1,55,0.49019607843137253,True,True,96.0,28
Bad,68,319,2,127,26,0,0,93,20,7,6,28,2,29,0,0,0,29,47.0,9,4,2,62,0.16,True,False,93.0,17
Bad,54,126,3,26,9,1,1,90,1,6,6,11,2,36,3,2,2,44,76.0,4,2,1,86,0.49019607843137253,True,True,82.0,9
Bad,76,134,11,67,28,0,0,100,122,7,7,28,1,21,35,0,0,62,14.0,3,2,1,83,0.16,False,False,100.0,23
Bad,74,271,4,65,32,0,0,100,122,7,7,33,8,18,0,1,1,18,,4,2,1,20,0.16,False,False,97.0,6
Bad,70,68,2,41,6,0,0,100,122,7,7,7,1,57,0,0,0,91,17.0,2,2,1,100,0.16,False,False,86.0,7
Good,86,149,3,68,31,0,0,100,122,7,7,33,2,23,3,1,1,1,77.0,3,1,0,40,0.16,False,False,94.0,13
Bad,72,232,5,77,21,0,0,91,5,6,6,22,3,32,0,0,0,20,85.0,2,2,0,36,0.49019607843137253,True,True,95.0,7
Bad,70,294,4,98,29,0,0,91,8,6,6,32,1,53,0,2,2,30,,4,2,1,86,0.49019607843137253,True,True,91.0,27
Bad,78,174,2,98,18,0,0,95,62,7,6,20,2,55,0,1,1,23,57.0,1,4,0,75,0.16,True,False,90.0,15
Bad,58,375,72,137,7,4,3,30,2,2,2,11,0,10,0,0,0,44,,2,2,1,50,0.49019607843137253,True,True,64.0,5
Bad,64,111,2,70,5,2,2,75,31,7,2,8,1,25,0,8,8,0,95.0,0,1,1,50,0.16,True,False,62.0,4
Bad,65,483,0,84,35,0,0,97,41,7,6,38,5,21,0,4,4,42,21.0,9,2,1,65,0.16,True,False,92.0,24
Good,81,419,11,240,13,0,0,100,122,7,7,13,1,8,11,0,0,55,,3,2,1,50,0.16,False,False,100.0,6
Bad,75,194,2,78,12,0,0,100,122,7,7,13,2,62,35,1,1,97,86.0,4,3,3,100,0.16,False,False,92.0,13
Bad,59,142,2,45,12,0,0,79,5,6,6,14,2,21,0,1,1,30,63.0,4,2,0,60,0.49019607843137253,True,True,86.0,8
